numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire,prime_nette,date_creation
POL678467,2023-12-11,2025-05-25,2025-09-19,T 042312,annulé,SUNU,bureau direct,4701293,29-09-20242019
POL858402,2022-02-01,2025-06-26,2025-08-06,742-FVQ,expiré,NSIA,agent generale,4078288,29-09-20242019
POL372833,2024-09-24,2025-04-28,2025-06-17,84-0125Z,annulé,LEADWAY,courtier,3437753,29-09-20242019
POL970382,2020-07-21,2022-01-25,2023-05-05,750 PN6,suspendu,SUNU,courtier,800073,29-09-20242019
POL541587,2020-08-19,2024-01-22,2024-05-08,89U•692,suspendu,SUNU,agent generale,4282376,29-09-20242019
POL393059,2021-03-15,2024-05-25,2025-07-20,173-LOY,annulé,NSIA,bureau direct,2580293,29-09-20242019
POL200199,2019-10-15,2025-09-08,2025-09-18,M65-USM,annulé,NSIA,banque assurance,2004468,29-09-20242019
POL271124,2023-05-25,2023-06-09,2023-07-07,66E 8857,valide,NSIA,banque assurance,2717039,29-09-20242019
POL162740,2023-09-13,2024-12-31,2025-01-28,6-12879Y,suspendu,LEADWAY,banque assurance,1007995,29-09-20242019
POL307198,2019-12-20,2021-05-06,2025-08-19,793-NEE,expiré,LEADWAY,bureau direct,2674380,29-09-20242019
POL328091,2021-07-22,2021-11-28,2023-06-03,24-17038,valide,SUNU,bureau direct,1349010,29-09-20242019
POL684110,2022-03-14,2024-03-08,2025-09-17,567-XXQ,suspendu,LEADWAY,agent generale,3485626,29-09-20242019
POL665669,2021-02-28,2021-05-28,2023-10-31,882-VPNU,annulé,LEADWAY,bureau direct,2888324,29-09-20242019
POL791637,2021-10-25,2022-12-07,2024-09-13,HMZ 151,suspendu,LEADWAY,bureau direct,4370268,29-09-20242019
POL282423,2022-02-12,2022-07-27,2024-08-22,249-LFG,annulé,SUNU,courtier,836263,29-09-20242019
POL638172,2022-08-15,2023-11-10,2024-12-31,78D 5967,valide,SUNU,agent generale,4124987,29-09-20242019
POL311314,2023-08-08,2024-09-06,2025-09-05,4GP B24,expiré,LEADWAY,agent generale,2716529,29-09-20242019
POL815243,2024-03-15,2024-12-06,2025-07-14,LMH 915,expiré,NSIA,agent generale,4803740,29-09-20242019
POL015893,2023-03-06,2024-12-04,2025-06-04,2SD4691,valide,NSIA,agent generale,1879421,29-09-20242019
POL866101,2020-02-13,2024-04-09,2024-04-11,WSP-435,annulé,LEADWAY,courtier,1342947,29-09-20242019
POL137663,2023-04-23,2024-12-14,2025-08-24,1PU0107,suspendu,SUNU,banque assurance,141898,29-09-20242019
POL089108,2019-12-26,2023-01-20,2025-07-13,360 4ZG,expiré,LEADWAY,bureau direct,3432190,29-09-20242019
POL198481,2021-12-11,2022-12-29,2024-08-30,36GB4,annulé,SUNU,courtier,4022500,29-09-20242019
POL832654,2020-06-28,2023-02-10,2023-08-05,5-82393I,annulé,LEADWAY,bureau direct,4916627,29-09-20242019
POL072840,2021-11-02,2023-06-30,2024-07-04,X28-06U,annulé,NSIA,banque assurance,4883370,29-09-20242019
POL945068,2024-01-25,2025-02-16,2025-05-18,760-WMY,expiré,NSIA,banque assurance,2167505,29-09-20242019
POL342814,2021-10-05,2023-04-10,2024-03-25,5QT H32,annulé,LEADWAY,bureau direct,1260328,29-09-20242019
POL763659,2023-09-26,2024-01-19,2024-08-24,0SP6304,annulé,NSIA,agent generale,4525075,29-09-20242019
POL472018,2023-09-17,2025-04-05,2025-06-11,THQ4959,suspendu,SUNU,banque assurance,1439270,29-09-20242019
POL200949,2021-06-17,2025-03-02,2025-04-03,0G UC064,expiré,SUNU,bureau direct,2944649,29-09-20242019
POL522552,2022-12-03,2025-03-22,2025-05-16,MMS 978,expiré,LEADWAY,courtier,2404140,29-09-20242019
POL349194,2022-02-28,2024-12-11,2025-05-02,64-61628,valide,LEADWAY,bureau direct,2927786,29-09-20242019
POL619997,2024-06-08,2025-08-18,2025-08-19,423 PLB,suspendu,SUNU,bureau direct,3739658,29-09-20242019
POL788351,2022-12-09,2023-12-12,2025-02-20,D78 2ZF,valide,SUNU,courtier,93593,29-09-20242019
POL281407,2020-01-15,2024-12-28,2025-05-07,UTG-354,annulé,NSIA,courtier,1422275,29-09-20242019
POL564373,2020-08-28,2024-12-17,2025-09-21,573 BUF,annulé,NSIA,courtier,29378,29-09-20242019
POL792903,2023-08-31,2025-03-30,2025-05-20,2WPF188,expiré,NSIA,banque assurance,4081209,29-09-20242019
POL133217,2021-04-11,2024-07-09,2025-01-25,7IB B36,valide,LEADWAY,courtier,3368594,29-09-20242019
POL093389,2020-10-05,2023-06-04,2025-02-18,5LW9291,valide,NSIA,agent generale,116429,29-09-20242019
POL023871,2020-05-08,2024-02-15,2025-07-28,075 QQO,valide,LEADWAY,bureau direct,445251,29-09-20242019
POL407372,2020-10-15,2025-06-29,2025-09-21,CR 7371,valide,NSIA,bureau direct,2660789,29-09-20242019
POL194092,2021-11-20,2022-11-07,2023-12-28,885-NKF,suspendu,NSIA,courtier,2882939,29-09-20242019
POL891527,2020-05-11,2020-08-11,2024-02-21,6DP5387,suspendu,NSIA,bureau direct,3864326,29-09-20242019
POL722852,2022-09-06,2025-05-01,2025-06-30,HPN 814,annulé,LEADWAY,banque assurance,806529,29-09-20242019
POL042723,2021-10-11,2023-06-24,2023-12-13,EMZ-3489,valide,SUNU,banque assurance,2716553,29-09-20242019
POL275624,2024-07-05,2025-07-18,2025-08-23,4DN A31,annulé,NSIA,courtier,1790283,29-09-20242019
POL592414,2022-09-13,2023-10-04,2024-11-23,V65 9HB,valide,SUNU,bureau direct,882326,29-09-20242019
POL653996,2021-12-05,2024-10-21,2025-06-06,597-GVB,suspendu,SUNU,courtier,1981509,29-09-20242019
POL435171,2021-05-06,2024-07-04,2025-08-24,140DNB,expiré,SUNU,agent generale,2227605,29-09-20242019
POL108022,2020-09-29,2020-10-31,2023-04-15,63I K01,expiré,NSIA,banque assurance,4144947,29-09-20242019
POL321567,2024-09-18,2025-06-27,2025-08-08,9O B2852,annulé,NSIA,bureau direct,2352299,29-09-20242019
POL993825,2024-05-18,2025-04-25,2025-08-05,226 DTW,annulé,NSIA,banque assurance,3607355,29-09-20242019
POL985690,2021-05-20,2024-12-25,2025-08-27,2XS 192,suspendu,LEADWAY,banque assurance,4301278,29-09-20242019
POL834272,2023-12-31,2024-11-14,2025-05-26,9400,annulé,SUNU,agent generale,1943318,29-09-20242019
POL769316,2024-06-08,2025-01-02,2025-05-11,DTW 959,suspendu,SUNU,bureau direct,4468098,29-09-20242019
POL430559,2021-05-22,2024-02-29,2024-08-18,863 5890,suspendu,NSIA,bureau direct,857332,29-09-20242019
POL882651,2023-01-30,2023-03-11,2024-12-17,5334,expiré,LEADWAY,bureau direct,4998689,29-09-20242019
POL949526,2020-03-31,2022-10-10,2024-06-17,X56 5LJ,valide,LEADWAY,bureau direct,3110786,29-09-20242019
POL188436,2023-11-20,2025-02-14,2025-03-28,AOP 243,annulé,NSIA,agent generale,606709,29-09-20242019
POL980761,2021-03-17,2023-06-25,2025-05-09,EOX4540,annulé,LEADWAY,agent generale,1191013,29-09-20242019
POL218221,2024-07-07,2025-04-26,2025-08-31,6L 2N3TQF,annulé,SUNU,courtier,518989,29-09-20242019
POL076230,2024-06-30,2025-05-18,2025-05-28,ZCX 846,valide,NSIA,bureau direct,3752804,29-09-20242019
POL952201,2020-08-16,2023-08-12,2023-12-24,2QK0091,expiré,SUNU,agent generale,3925478,29-09-20242019
POL847323,2021-10-11,2023-02-11,2024-05-14,679 DWR,suspendu,SUNU,courtier,313408,29-09-20242019
POL380604,2020-05-09,2022-02-17,2023-03-06,F29 3SY,expiré,LEADWAY,agent generale,2480709,29-09-20242019
POL132916,2022-09-05,2024-05-14,2025-03-16,241 PYP,valide,NSIA,bureau direct,3890949,29-09-20242019
POL177671,2022-04-09,2023-10-14,2025-03-09,HM1 V9U,suspendu,SUNU,bureau direct,3078332,29-09-20242019
POL508091,2023-11-02,2025-04-25,2025-05-17,QXE3971,annulé,LEADWAY,courtier,3713028,29-09-20242019
POL770897,2023-11-23,2025-05-24,2025-09-15,25-AX24,valide,SUNU,bureau direct,303186,29-09-20242019
POL625296,2021-08-27,2022-09-17,2025-01-02,732-GTC,valide,NSIA,bureau direct,845490,29-09-20242019
POL153920,2020-09-02,2020-12-22,2021-03-13,815-DOC,expiré,NSIA,courtier,4584330,29-09-20242019
POL563863,2021-02-06,2024-04-13,2025-08-05,215 0377,suspendu,NSIA,courtier,4901560,29-09-20242019
POL041163,2019-11-23,2020-05-10,2023-11-09,3CD U56,valide,LEADWAY,bureau direct,3037924,29-09-20242019
POL236379,2022-07-17,2025-07-20,2025-09-03,7AV C93,annulé,LEADWAY,banque assurance,2538512,29-09-20242019
POL650566,2020-10-07,2020-10-24,2021-08-29,MWU-031,valide,LEADWAY,bureau direct,4917199,29-09-20242019
POL972557,2023-03-01,2023-08-11,2025-05-07,JDY 669,valide,LEADWAY,courtier,555502,29-09-20242019
POL360115,2024-07-03,2025-03-31,2025-09-02,011-CZG,valide,LEADWAY,banque assurance,3014887,29-09-20242019
POL406318,2023-07-12,2025-03-24,2025-04-28,BPU K28,valide,SUNU,courtier,2728606,29-09-20242019
POL536285,2020-06-06,2025-05-19,2025-08-19,IHD-900,suspendu,NSIA,bureau direct,3127292,29-09-20242019
POL753535,2020-11-14,2020-12-30,2024-04-23,81Z C70,expiré,LEADWAY,agent generale,4396090,29-09-20242019
POL023749,2023-09-04,2024-01-07,2024-02-08,636 RYP,annulé,NSIA,banque assurance,1579894,29-09-20242019
POL514484,2020-12-29,2022-12-21,2024-04-01,NVU 352,valide,SUNU,agent generale,1771882,29-09-20242019
POL631233,2020-07-07,2024-08-02,2024-12-10,5RW L81,annulé,NSIA,courtier,2844261,29-09-20242019
POL230997,2022-09-05,2025-03-04,2025-07-25,HA-3191,valide,SUNU,agent generale,2022485,29-09-20242019
POL466114,2020-06-30,2021-09-10,2024-05-07,YW 75589,suspendu,SUNU,agent generale,1404019,29-09-20242019
POL068934,2022-02-19,2024-02-27,2024-06-12,2CP9527,annulé,SUNU,bureau direct,3365644,29-09-20242019
POL470496,2023-08-23,2024-04-22,2024-09-21,8KR3208,expiré,NSIA,agent generale,2170224,29-09-20242019
POL936156,2020-09-27,2022-09-28,2024-09-01,KPQ-396,expiré,NSIA,bureau direct,3143339,29-09-20242019
POL597033,2023-05-13,2024-06-14,2025-01-20,66AK6,expiré,LEADWAY,banque assurance,4123151,29-09-20242019
POL494622,2020-03-12,2020-07-02,2024-04-29,RXO 992,suspendu,NSIA,bureau direct,3170160,29-09-20242019
POL745693,2020-12-15,2023-01-20,2025-06-24,4IO A16,suspendu,NSIA,banque assurance,1822665,29-09-20242019
POL777030,2023-10-10,2024-09-28,2024-10-07,NUN 703,valide,NSIA,bureau direct,3628277,29-09-20242019
POL986227,2021-06-01,2024-04-24,2025-08-20,059-WAK,valide,SUNU,courtier,2624813,29-09-20242019
POL271944,2021-03-14,2021-04-19,2022-11-07,NM 73548,suspendu,LEADWAY,banque assurance,3153252,29-09-20242019
POL234796,2021-05-20,2021-09-24,2021-10-20,857E,suspendu,SUNU,agent generale,2190011,29-09-20242019
POL482779,2023-11-26,2024-04-03,2025-06-03,UBG 801,valide,SUNU,courtier,1879520,29-09-20242019
POL008380,2022-04-20,2023-01-16,2023-04-07,676 XFG,suspendu,NSIA,agent generale,589938,29-09-20242019
POL284144,2024-09-16,2024-12-29,2025-04-15,YED-9853,expiré,NSIA,courtier,4773838,29-09-20242019
POL105604,2020-08-16,2020-12-03,2025-04-26,WBH-604,valide,SUNU,agent generale,3524385,29-09-20242019
POL456590,2023-08-07,2024-01-08,2024-01-17,2RK 768,expiré,LEADWAY,banque assurance,2317516,29-09-20242019
POL179404,2021-01-03,2021-10-25,2022-10-13,934 YEE,annulé,LEADWAY,courtier,4749763,29-09-20242019
POL210393,2021-01-10,2021-09-27,2025-04-10,IFF 784,valide,NSIA,agent generale,4135604,29-09-20242019
POL982818,2020-10-21,2021-11-17,2024-09-29,XFO8058,valide,SUNU,agent generale,3273117,29-09-20242019
POL548477,2022-09-05,2024-11-02,2025-06-06,124-NKR,suspendu,SUNU,banque assurance,735702,29-09-20242019
POL473080,2021-11-19,2025-04-02,2025-09-13,0FVV846,expiré,SUNU,courtier,1155984,29-09-20242019
POL842017,2022-07-23,2024-11-24,2025-05-07,41L 042,annulé,LEADWAY,courtier,4912780,29-09-20242019
POL089614,2020-10-24,2025-09-28,2025-09-28,NHC 355,valide,LEADWAY,banque assurance,4915410,29-09-20242019
POL494420,2019-12-11,2024-12-12,2025-08-30,V70 3UT,expiré,NSIA,agent generale,4706661,29-09-20242019
POL810881,2019-11-10,2024-11-19,2025-03-01,HUU 744,suspendu,SUNU,agent generale,2538777,29-09-20242019
POL566313,2024-01-12,2025-04-04,2025-05-13,PSG2181,valide,SUNU,agent generale,3202085,29-09-20242019
POL416773,2019-10-26,2021-05-05,2024-03-10,9IH E33,valide,SUNU,bureau direct,704032,29-09-20242019
POL675778,2021-03-29,2022-08-18,2025-07-31,156 BRK,annulé,NSIA,agent generale,3093057,29-09-20242019
POL341841,2021-02-28,2022-12-26,2024-02-18,MMW 071,valide,NSIA,courtier,4943036,29-09-20242019
POL222265,2020-10-27,2021-06-06,2024-12-25,6113 CK,annulé,NSIA,courtier,4051130,29-09-20242019
POL544009,2020-02-22,2021-08-19,2024-08-21,6F909,annulé,NSIA,bureau direct,1524217,29-09-20242019
POL046688,2023-05-17,2024-09-06,2025-02-12,DPJ-8182,annulé,NSIA,banque assurance,544402,29-09-20242019
POL831626,2020-10-24,2021-11-25,2024-12-16,MUF 415,annulé,NSIA,bureau direct,4306942,29-09-20242019
POL600038,2021-03-04,2022-10-11,2025-01-24,N51 7DL,valide,SUNU,agent generale,685463,29-09-20242019
POL124301,2020-10-26,2022-01-15,2024-04-03,BUJ 437,valide,SUNU,bureau direct,4729830,29-09-20242019
POL805507,2023-12-16,2025-02-26,2025-06-12,JW1 9141,valide,SUNU,courtier,4650919,29-09-20242019
POL959984,2023-05-20,2024-12-23,2025-08-25,FOH-5592,expiré,NSIA,agent generale,2029124,29-09-20242019
POL425837,2020-10-10,2023-11-10,2025-04-23,AZ2 E2U,expiré,LEADWAY,banque assurance,2304159,29-09-20242019
POL588608,2023-06-11,2024-11-16,2025-05-24,655-BWF,annulé,SUNU,courtier,4800418,29-09-20242019
POL821539,2022-12-04,2022-12-25,2024-02-02,KAM 563,valide,SUNU,agent generale,3276447,29-09-20242019
POL073605,2019-10-20,2024-09-13,2025-08-31,5-8205Q,valide,NSIA,agent generale,589446,29-09-20242019
POL328510,2022-09-06,2024-04-08,2025-03-02,SGP-1657,annulé,SUNU,courtier,2091773,29-09-20242019
POL147270,2021-10-03,2023-10-15,2024-07-12,033CR,valide,SUNU,courtier,3107106,29-09-20242019
POL081196,2021-09-21,2024-04-02,2024-10-01,R 445451,valide,NSIA,agent generale,1224805,29-09-20242019
POL374473,2022-09-29,2023-09-02,2023-11-28,D30 4YE,annulé,NSIA,bureau direct,3652108,29-09-20242019
POL360620,2021-03-04,2025-09-22,2025-09-23,WGT 493,suspendu,NSIA,agent generale,3229001,29-09-20242019
POL111650,2023-08-05,2023-12-23,2025-03-23,QJ6 5357,valide,NSIA,banque assurance,432481,29-09-20242019
POL082411,2021-04-23,2023-05-02,2023-12-22,310 FJ4,suspendu,NSIA,bureau direct,3416782,29-09-20242019
POL506931,2021-04-01,2025-01-31,2025-07-22,3-1047W,expiré,LEADWAY,courtier,1397817,29-09-20242019
POL593789,2022-12-07,2023-05-19,2025-08-21,FUB 086,annulé,NSIA,banque assurance,4667731,29-09-20242019
POL797735,2021-02-12,2021-10-15,2022-09-06,WXO 396,annulé,SUNU,bureau direct,3072356,29-09-20242019
POL569730,2023-08-02,2023-08-05,2024-03-19,V 969198,suspendu,SUNU,agent generale,3658031,29-09-20242019
POL564332,2023-09-24,2023-12-31,2025-01-13,3-15994Z,valide,NSIA,courtier,2166345,29-09-20242019
POL098192,2020-11-19,2022-11-08,2024-05-11,295 1UZ,suspendu,SUNU,agent generale,2175218,29-09-20242019
POL926101,2022-11-01,2024-12-27,2025-02-23,82B 326,expiré,SUNU,banque assurance,682520,29-09-20242019
POL131845,2024-09-18,2025-04-10,2025-08-14,7-8155J,suspendu,NSIA,agent generale,4392138,29-09-20242019
POL575445,2022-08-03,2024-05-24,2025-01-15,ZDY-5755,expiré,SUNU,courtier,1714779,29-09-20242019
POL074032,2023-07-13,2025-02-24,2025-06-08,COE-745,suspendu,LEADWAY,courtier,3031216,29-09-20242019
POL912521,2024-09-09,2025-03-03,2025-07-26,YSU 0000,annulé,SUNU,courtier,3817703,29-09-20242019
POL880235,2022-02-25,2025-06-20,2025-08-24,4-7633D,valide,NSIA,bureau direct,389592,29-09-20242019
POL239948,2020-05-06,2022-04-07,2023-01-06,55-42964,expiré,SUNU,courtier,1331708,29-09-20242019
POL904171,2019-09-29,2024-09-08,2025-02-15,838 JCQ,suspendu,NSIA,agent generale,2127647,29-09-20242019
POL437439,2023-06-17,2023-09-29,2025-01-17,VM 7328,suspendu,LEADWAY,agent generale,4612682,29-09-20242019
POL611709,2021-05-23,2021-12-18,2025-01-07,LBA 086,valide,NSIA,bureau direct,99080,29-09-20242019
POL294349,2023-08-15,2024-07-08,2025-01-20,KR-9781,expiré,SUNU,banque assurance,4089935,29-09-20242019
POL437244,2023-02-07,2024-05-15,2024-12-20,E86-16B,expiré,NSIA,bureau direct,2568755,29-09-20242019
POL131293,2024-07-28,2024-09-23,2024-11-03,7-4707G,expiré,LEADWAY,banque assurance,4611932,29-09-20242019
POL138579,2020-03-25,2020-10-30,2021-08-04,638 UAL,valide,NSIA,banque assurance,2291574,29-09-20242019
POL175122,2020-02-03,2022-12-21,2023-11-06,383DU,annulé,SUNU,agent generale,3491047,29-09-20242019
POL848971,2021-04-20,2024-10-25,2025-05-05,SHJ-9512,annulé,NSIA,bureau direct,3876580,29-09-20242019
POL534134,2022-05-17,2023-08-04,2025-09-04,2K 6126L,valide,LEADWAY,agent generale,2160229,29-09-20242019
POL571832,2023-10-04,2025-07-22,2025-09-02,ZON 089,valide,NSIA,agent generale,4373830,29-09-20242019
POL547288,2023-04-05,2023-08-12,2023-09-17,5-77015,annulé,NSIA,banque assurance,2542725,29-09-20242019
POL054219,2022-07-15,2025-08-19,2025-09-10,69-44767,annulé,NSIA,agent generale,1067299,29-09-20242019
POL778872,2021-05-17,2025-06-10,2025-08-12,KTD 583,valide,SUNU,agent generale,2463912,29-09-20242019
POL831866,2023-08-05,2025-08-19,2025-09-02,19-38251,annulé,LEADWAY,banque assurance,4770686,29-09-20242019
POL492324,2020-11-08,2024-09-15,2025-01-28,EU 78003,expiré,LEADWAY,agent generale,1005295,29-09-20242019
POL801970,2024-03-03,2025-07-17,2025-08-22,RIZ 9657,annulé,SUNU,agent generale,4761929,29-09-20242019
POL234607,2022-08-25,2023-07-25,2024-09-11,6C692,expiré,NSIA,agent generale,2237634,29-09-20242019
POL592245,2021-02-10,2022-03-08,2023-05-05,K42 8CS,expiré,SUNU,banque assurance,4976928,29-09-20242019
POL463799,2021-04-07,2023-10-23,2025-06-04,21F 039,valide,LEADWAY,agent generale,3788088,29-09-20242019
POL889194,2022-04-27,2025-02-16,2025-06-03,9QZ57,suspendu,LEADWAY,banque assurance,2404991,29-09-20242019
POL880171,2023-05-03,2023-05-31,2025-01-09,0UJ 994,valide,NSIA,bureau direct,3106174,29-09-20242019
POL199583,2022-09-03,2023-07-06,2023-10-17,9-W8388,suspendu,LEADWAY,bureau direct,4552583,29-09-20242019
POL395056,2021-04-16,2024-10-22,2024-10-23,875ZOF,expiré,LEADWAY,banque assurance,4251274,29-09-20242019
POL112988,2020-09-23,2025-08-01,2025-09-20,958-DVR,expiré,LEADWAY,bureau direct,2666329,29-09-20242019
POL965403,2021-12-13,2025-06-13,2025-09-13,KTR 980,expiré,NSIA,courtier,1256327,29-09-20242019
POL449047,2023-07-06,2024-07-24,2024-08-17,MSX-5380,annulé,LEADWAY,bureau direct,2111203,29-09-20242019
POL340058,2022-01-10,2023-03-18,2025-03-03,70-03806,valide,SUNU,agent generale,2768303,29-09-20242019
POL633401,2024-09-17,2025-03-10,2025-03-20,K68-BMS,expiré,SUNU,agent generale,4418052,29-09-20242019
POL557012,2020-11-02,2024-12-05,2024-12-25,738904,suspendu,NSIA,agent generale,1791665,29-09-20242019
POL343719,2024-07-05,2024-11-03,2025-01-31,KDS 548,suspendu,NSIA,bureau direct,394610,29-09-20242019
POL602592,2020-07-08,2023-12-05,2023-12-12,IKW-5126,annulé,SUNU,banque assurance,2810213,29-09-20242019
POL418533,2021-02-20,2023-08-23,2024-04-20,AQ 6578,expiré,NSIA,courtier,733609,29-09-20242019
POL336940,2020-04-14,2024-12-28,2025-08-15,5R 1561S,suspendu,SUNU,agent generale,3488442,29-09-20242019
POL174822,2022-09-20,2024-10-10,2025-06-26,1F792,expiré,LEADWAY,banque assurance,3526510,29-09-20242019
POL872198,2021-05-21,2024-04-29,2024-10-31,67W J70,suspendu,NSIA,bureau direct,4570096,29-09-20242019
POL857378,2024-02-23,2025-01-26,2025-08-02,5-50478S,valide,LEADWAY,agent generale,731368,29-09-20242019
POL883707,2020-03-28,2023-04-30,2023-12-20,D18-47H,annulé,LEADWAY,banque assurance,1603770,29-09-20242019
POL105699,2022-01-19,2023-09-15,2025-03-21,44-0924R,annulé,NSIA,agent generale,1263612,29-09-20242019
POL358742,2022-11-30,2024-04-22,2024-08-22,22-WX41,valide,SUNU,agent generale,4339752,29-09-20242019
POL782334,2019-11-15,2021-11-21,2025-01-20,E34 8GN,valide,LEADWAY,agent generale,3851588,29-09-20242019
POL094624,2022-06-14,2024-08-20,2025-07-29,552-VTYA,expiré,LEADWAY,bureau direct,4227128,29-09-20242019
POL192909,2024-08-24,2024-12-06,2025-05-07,513XJ,annulé,LEADWAY,agent generale,344052,29-09-20242019
POL260375,2022-12-17,2024-11-24,2025-07-13,ZYO 648,valide,SUNU,agent generale,1240393,29-09-20242019
POL721638,2024-03-02,2025-06-16,2025-08-16,1HWR652,suspendu,LEADWAY,bureau direct,1682882,29-09-20242019
POL224147,2020-01-14,2023-12-31,2024-01-27,008 BXM,suspendu,LEADWAY,courtier,4664219,29-09-20242019
POL866436,2020-09-10,2023-10-01,2025-03-21,8H 53156,expiré,NSIA,courtier,1462189,29-09-20242019
POL939563,2024-03-16,2025-02-01,2025-04-22,ONP 061,suspendu,NSIA,banque assurance,2484589,29-09-20242019
POL736434,2023-07-06,2024-09-05,2024-12-13,JNE 319,expiré,NSIA,banque assurance,3937475,29-09-20242019
POL016926,2022-10-02,2024-01-16,2025-01-21,PNR 854,suspendu,LEADWAY,banque assurance,4262254,29-09-20242019
POL384881,2022-04-27,2025-01-20,2025-03-14,1X WE553,expiré,SUNU,banque assurance,816463,29-09-20242019
POL747630,2023-10-25,2024-08-17,2025-05-06,MHJ 751,expiré,SUNU,courtier,1828642,29-09-20242019
POL250487,2020-12-01,2020-12-17,2024-10-25,61-19327,expiré,LEADWAY,banque assurance,3181904,29-09-20242019
POL510352,2020-10-01,2022-05-24,2022-10-14,PKT5154,suspendu,SUNU,courtier,3509935,29-09-20242019
POL147293,2022-04-09,2025-01-17,2025-09-16,089-DNX,expiré,LEADWAY,bureau direct,4329363,29-09-20242019
POL368005,2020-04-09,2023-12-29,2025-02-10,RZB 364,suspendu,NSIA,banque assurance,1153550,29-09-20242019
POL435592,2020-11-02,2021-12-10,2024-07-05,95-CW55,suspendu,LEADWAY,banque assurance,1990213,29-09-20242019
POL227402,2021-09-18,2024-04-04,2024-07-25,701GOV,suspendu,SUNU,courtier,2807356,29-09-20242019
POL152410,2022-05-14,2023-12-24,2025-02-13,03E ZF4,expiré,LEADWAY,agent generale,2248106,29-09-20242019
POL550552,2023-11-15,2025-07-25,2025-09-16,002L4,annulé,LEADWAY,banque assurance,3839125,29-09-20242019
POL190945,2023-06-17,2024-10-18,2025-09-17,601 5904,valide,LEADWAY,banque assurance,2204270,29-09-20242019
